Azimuth_deg,MSE,FinalMaxMin,MaxMin,RadarOnly
-90,1.87081282945991,4.65922580598991,2.20860461009437,0.963896627830241
-89.9,1.87081108801565,4.65923330529205,2.20860517142242,0.963896627649443
-89.8,1.87080586864349,4.65925579885626,2.20860685511022,0.96389662493747
-89.7,1.87079718622604,4.65929327365595,2.20860966026858,0.963896613185629
-89.6,1.87078506556988,4.65934570798032,2.20861358541537,0.963896581546214
-89.5,1.870769541409,4.65941307143455,2.20861862847506,0.96389651483271
-89.4,1.87075065840957,4.65949532494019,2.20862478677828,0.963896393520119
-89.3,1.87072847117606,4.65959242073561,2.20863205706106,0.963896193745438
-89.2,1.87070304425872,4.65970430237652,2.20864043546395,0.963895887308358
-89.1,1.87067445216253,4.65983090473672,2.20864991753083,0.963895441672241
-89,1.87064277935741,4.6599721540089,2.20866049820744,0.96389481996544
-88.9,1.8706081202899,4.66012796770562,2.20867217183951,0.963893980983065
-88.8,1.87057057939621,4.66029825466048,2.20868493217058,0.963892879189284
-88.7,1.87053027111666,4.66048291502941,2.20869877233926,0.963891464720269
-88.6,1.87048731991159,4.66068184029223,2.20871368487599,0.963889683387907
-88.5,1.87044186027861,4.66089491325437,2.20872966169918,0.963887476684413
-88.4,1.87039403677137,4.66112200804884,2.2087466941106,0.963884781787987
-88.3,1.8703440040197,4.66136299013853,2.20876477279005,0.963881531569665
-88.2,1.8702919267513,4.66161771631869,2.20878388778908,0.963877654601542
-88.1,1.87023797981482,4.6618860347198,2.20880402852373,0.963873075166535
-88,1.87018234820444,4.66216778481076,2.20882518376616,0.963867713269877
-87.9,1.87012522708602,4.66246279740245,2.20884734163507,0.963861484652546
-87.8,1.87006682182466,4.6627708946517,2.20887048958472,0.963854300806847
-87.7,1.8700073480139,4.66309189006567,2.20889461439256,0.963846068994352
-87.6,1.86994703150638,4.66342558850673,2.20891970214516,0.963836692266452
-87.5,1.86988610844612,4.66377178619784,2.2089457382224,0.963826069487753
-87.4,1.86982482530235,4.66413027072845,2.20897270727979,0.963814095362583
-87.3,1.86976343890497,4.66450082106103,2.20900059322867,0.963800660464866
-87.2,1.86970221648161,4.66488320753814,2.20902937921422,0.963785651271659
-87.1,1.86964143569634,4.66527719189025,2.20905904759105,0.963768950200611
-87,1.86958138469002,4.66568252724425,2.20908957989626,0.963750435651692
-86.9,1.86952236212234,4.66609895813264,2.20912095681967,0.963729982053443
-86.8,1.86946467721554,4.66652622050359,2.2091531581712,0.963707459914123
-86.7,1.86940864979991,4.66696404173186,2.20918616284509,0.963682735878051
-86.6,1.8693546103609,4.66741214063057,2.20921994878073,0.963655672787497
-86.5,1.86930290008812,4.66787022746391,2.20925449292009,0.963626129750467
-86.4,1.86925387092602,4.66833800396091,2.20928977116131,0.963593962214758
-86.3,1.86920788562641,4.66881516333018,2.20932575830832,0.963559022048641
-86.2,1.86916531780282,4.66930139027586,2.20936242801644,0.963521157628552
-86.1,1.86912655198659,4.66979636101464,2.20939975273338,0.9634802139342
-86,1.86909198368499,4.67029974329403,2.20943770363581,0.963436032651467
-85.9,1.86906201944098,4.67081119641199,2.20947625056093,0.963388452283531
-85.8,1.86903707689512,4.67133037123777,2.20951536193305,0.963337308270613
-85.7,1.86901758484917,4.67185691023428,2.2095550046848,0.963282433118786
-85.6,1.86900398333174,4.67239044748186,2.20959514417273,0.963223656538273
-85.5,1.86899672366586,4.67293060870361,2.20963574408721,0.963160805591676
-85.4,1.86899626853849,4.67347701129232,2.20967676635609,0.963093704852589
-85.3,1.86900309207203,4.6740292643391,2.20971817104223,0.963022176575056
-85.2,1.86901767989775,4.67458696866373,2.20975991623424,0.962946040874324
-85.1,1.86904052923137,4.6751497168468,2.20980195793059,0.96286511591937
-85,1.86907214895046,4.67571709326384,2.20984424991652,0.962779218137682
-84.9,1.86911305967405,4.67628867412129,2.20988674363357,0.96268816243277
-84.8,1.86916379384409,4.67686402749466,2.20992938804162,0.962591762414889
-84.7,1.86922489580913,4.67744271336865,2.20997212947291,0.962489830645472
-84.6,1.86929692190992,4.67802428367964,2.21001491147808,0.962382178895778
-84.5,1.86938044056708,4.67860828236038,2.21005767466374,0.962268618420228
-84.4,1.86947603237086,4.67919424538709,2.21010035652133,0.962148960244956
-84.3,1.86958429017295,4.67978170082899,2.21014289124727,0.962023015472067
-84.2,1.86970581918026,4.68037016890047,2.21018520955379,0.961890595600119
-84.1,1.86984123705085,4.68095916201582,2.21022723847044,0.961751512861313
-84,1.86999117399179,4.68154818484675,2.21026890113589,0.961605580575931
-83.9,1.87015627285919,4.6821367343828,2.21031011657998,0.961452613524511
-83.8,1.87033718926006,4.68272429999459,2.21035079949549,0.961292428338254
-83.7,1.87053459165628,4.68331036350022,2.2103908599997,0.961124843908204
-83.6,1.87074916147058,4.68389439923478,2.21043020338532,0.960949681813665
-83.5,1.87098159319437,4.68447587412314,2.21046872986061,0.960766766770374
-83.4,1.87123259449756,4.68505424775612,2.21050633427863,0.960575927098921
-83.3,1.87150288634026,4.68562897247015,2.21054290585523,0.960376995213907
-83.2,1.87179320308641,4.68619949343054,2.2105783278757,0.96016980813431
-83.1,1.87210429261909,4.68676524871854,2.21061247738991,0.959954208015556
-83,1.87243691645781,4.68732566942223,2.21064522489577,0.959730042703729
-82.9,1.87279184987734,4.6878801797314,2.21067643401083,0.95949716631243
-82.8,1.87316988202842,4.68842819703658,2.21070596113198,0.959255439822656
-82.7,1.87357181605994,4.6889691320324,2.21073365508302,0.959004731706227
-82.6,1.87399846924281,4.6895023888253,2.21075935675011,0.958744918573079
-82.5,1.87445067309521,4.69002736504585,2.21078289870497,0.958475885842933
-82.4,1.87492927350947,4.69054345196582,2.21080410481575,0.958197528441652
-82.3,1.87543513088006,4.69105003462008,2.21082278984566,0.95790975152272
-82.2,1.87596912023306,4.69154649193365,2.2108387590391,0.957612471214132
-82.1,1.8765321313567,4.6920321968539,2.21085180769565,0.957305615391138
-82,1.87712506893301,4.6925065164882,2.21086172073155,0.956989124475027
-81.9,1.87774885267048,4.69296881224714,2.21086827222914,0.95666295225836
-81.8,1.87840441743753,4.69341843999358,2.21087122497404,0.956327066756865
-81.7,1.87909271339686,4.6938547501976,2.21087032998027,0.955981451088228
-81.6,1.87981470614027,4.69427708809776,2.21086532600366,0.955626104378049
-81.5,1.88057137682412,4.69468479386861,2.21085593904338,0.955261042693095
-81.4,1.88136372230508,4.69507720279496,2.21084188183211,0.954886300002055
-81.3,1.88219275527613,4.69545364545289,2.21082285331497,0.954501929163889
-81.2,1.88305950440259,4.69581344789792,2.21079853811749,0.954108002943875
-81.1,1.88396501445807,4.69615593186045,2.21076860600302,0.95370461505744
-81,1.88491034646012,4.6964804149488,2.2107327113199,0.953291881241716
-80.9,1.88589657780546,4.69678621086011,2.21069049243877,0.952869940354908
-80.8,1.88692480240452,4.69707262959932,2.2106415711806,0.952438955503303
-80.7,1.88799613081514,4.69733897770654,2.21058555223581,0.951999115195924
-80.6,1.88911169037521,4.69758455849311,2.21052202257507,0.951550634526557
-80.5,1.89027262533405,4.69780867228666,2.21045055085246,0.9510937563831
-80.4,1.89148009698225,4.69801061668541,2.21037068680145,0.950628752683836
-80.3,1.89273528377974,4.69818968682207,2.21028196062465,0.950155925640456
-80.2,1.89403938148194,4.6983451756378,2.21018388237788,0.949675609047421
